FRAME,REQ,RESP,SRC,DEST,TYPE,REQUEST,PORT,'DATA'
,,,,,,,,"    bmAttributes: 0x02"
,,,,,,,,"        .... ..10 = Transfertype: Bulk-Transfer (0x2)"
,,,,,,,,"    wMaxPacketSize: 64"
,,,,,,,,"        .... ..00 0100 0000 = Maximum Packet Size: 64"
,,,,,,,,"    bInterval: 0"
63,62,,3.4.0,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"0040  09 02 20 00 01 01 00 c0 32 09 04 00 00 02 07 01   .. .....2......."
,,,,,,,,"0050  02 00 07 05 01 02 40 00 00 07 05 82 02 40 00 00   ......@......@.."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
64,,65,host,3.4.0,URB_SUBMIT ('S'),GET DESCRIPTOR (6),,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
,,,,,,,,"DEVICE DESCRIPTOR"
,,,,,,,,"    bLength: 18"
,,,,,,,,"    bcdUSB: 0x0200"
,,,,,,,,"    bDeviceClass: Device (0x00)"
,,,,,,,,"    bDeviceSubClass: 0"
,,,,,,,,"    bDeviceProtocol: 0 (Use class code info from Interface Descriptors)"
,,,,,,,,"    bMaxPacketSize0: 64"
,,,,,,,,"    idVendor: Graphtec America, Inc. (0x0b4d)"
,,,,,,,,"    idProduct: Unknown (0x112f)"
,,,,,,,,"    bcdDevice: 0x0100"
,,,,,,,,"    iManufacturer: 0"
,,,,,,,,"    iProduct: 0"
,,,,,,,,"    iSerialNumber: 1"
,,,,,,,,"    bNumConfigurations: 1"
65,64,,3.4.0,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"0040  12 01 00 02 00 00 00 40 4d 0b 2f 11 00 01 00 00   .......@M./....."
,,,,,,,,"0050  01 01                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
,,,,,,,,"    wValue: 0x0000"
,,,,,,,,"    wIndex: 0 (0x0000)"
66,,67,host,3.4.0,URB_SUBMIT ('S'),0,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
,,,,,,,,"CONTROL response data: 00554d414e5546414354555245523a53696c686f75657474..."
67,66,,3.4.0,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"0040  00 55 4d 41 4e 55 46 41 43 54 55 52 45 52 3a 53   .UMANUFACTURER:S"
,,,,,,,,"0050  69 6c 68 6f 75 65 74 74 65 3b 4d 4f 44 45 4c 3a   ilhouette;MODEL:"
,,,,,,,,"0060  43 41 4d 45 4f 20 33 3b 43 4c 41 53 53 3a 50 52   CAMEO 3;CLASS:PR"
,,,,,,,,"0070  49 4e 54 45 52 3b 44 45 53 43 52 49 50 54 49 4f   INTER;DESCRIPTIO"
,,,,,,,,"0080  4e 3a 53 69 6c 68 6f 75 65 74 74 65 20 43 41 4d   N:Silhouette CAM"
,,,,,,,,"0090  45 4f 20 33 3b                                    EO 3;"
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
68,,71,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
69,,70,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
70,69,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
71,68,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
72,,73,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
73,72,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
74,,75,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
75,74,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
76,,77,host,3.4.1,URB_SUBMIT ('S'),,,"464703"
,,,,,,,,"0040  46 47 03                                          FG."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
77,76,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
78,,79,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
79,78,,3.4.2,host,URB_COMPLETE ('C'),,,"43414d454f20332056312e35302020202003"
,,,,,,,,"0040  43 41 4d 45 4f 20 33 20 56 31 2e 35 30 20 20 20   CAMEO 3 V1.50   "
,,,,,,,,"0050  20 03                                              ."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
80,,81,host,3.4.1,URB_SUBMIT ('S'),,,"464703"
,,,,,,,,"0040  46 47 03                                          FG."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
81,80,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
82,,83,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
83,82,,3.4.2,host,URB_COMPLETE ('C'),,,"43414d454f20332056312e35302020202003"
,,,,,,,,"0040  43 41 4d 45 4f 20 33 20 56 31 2e 35 30 20 20 20   CAMEO 3 V1.50   "
,,,,,,,,"0050  20 03                                              ."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
84,,85,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
85,84,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
86,,87,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
87,86,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
88,,89,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
89,88,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
90,,91,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
91,90,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
92,,93,host,3.4.1,URB_SUBMIT ('S'),,,"5b03"
,,,,,,,,"0040  5b 03                                             [."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
93,92,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
94,,95,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
95,94,,3.4.2,host,URB_COMPLETE ('C'),,,"2020202020302c20202020203003"
,,,,,,,,"0040  20 20 20 20 20 30 2c 20 20 20 20 20 30 03              0,     0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
96,,97,host,3.4.1,URB_SUBMIT ('S'),,,"5503"
,,,,,,,,"0040  55 03                                             U."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
97,96,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
98,,99,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
99,98,,3.4.2,host,URB_COMPLETE ('C'),,,"2031323230302c20203631303003"
,,,,,,,,"0040  20 31 32 32 30 30 2c 20 20 36 31 30 30 03          12200,  6100."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
100,,101,host,3.4.1,URB_SUBMIT ('S'),,,"46513003"
,,,,,,,,"0040  46 51 30 03                                       FQ0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
101,100,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
102,,103,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
103,102,,3.4.2,host,URB_COMPLETE ('C'),,,"202020313003"
,,,,,,,,"0040  20 20 20 31 30 03                                    10."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
104,,105,host,3.4.1,URB_SUBMIT ('S'),,,"46513203"
,,,,,,,,"0040  46 51 32 03                                       FQ2."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
105,104,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
106,,107,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
107,106,,3.4.2,host,URB_COMPLETE ('C'),,,"202020203003"
,,,,,,,,"0040  20 20 20 20 30 03                                     0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
108,,109,host,3.4.1,URB_SUBMIT ('S'),,,"5442373103"
,,,,,,,,"0040  54 42 37 31 03                                    TB71."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
109,108,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
110,,111,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
111,110,,3.4.2,host,URB_COMPLETE ('C'),,,"20202020302c202020203003"
,,,,,,,,"0040  20 20 20 20 30 2c 20 20 20 20 30 03                   0,    0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
112,,113,host,3.4.1,URB_SUBMIT ('S'),,,"464103"
,,,,,,,,"0040  46 41 03                                          FA."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
113,112,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
114,,115,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
115,114,,3.4.2,host,URB_COMPLETE ('C'),,,"20202020302c202020203003"
,,,,,,,,"0040  20 20 20 20 30 2c 20 20 20 20 30 03                   0,    0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
116,,118,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
117,,119,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
118,116,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
119,117,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
120,,123,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
121,,122,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
122,121,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
123,120,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
124,,127,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
125,,126,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
126,125,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
127,124,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
128,,131,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
129,,130,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
130,129,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
131,128,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
132,,135,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
133,,134,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
134,133,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
135,132,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
136,,139,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
137,,138,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
138,137,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
139,136,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
140,,143,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
141,,142,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
142,141,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
143,140,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
144,,147,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
145,,146,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
146,145,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
147,144,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
148,,151,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
149,,150,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
150,149,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
151,148,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
152,,155,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
153,,154,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
154,153,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
155,152,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
156,,159,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
157,,158,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
158,157,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
159,156,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
160,,163,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
161,,162,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
162,161,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
163,160,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
164,,167,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
165,,166,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
166,165,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
167,164,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
168,,171,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
169,,170,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
170,169,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
171,168,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
172,,175,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
173,,174,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
174,173,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
175,172,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
176,,179,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
177,,178,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
178,177,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
179,176,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
180,,183,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
181,,182,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
182,181,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
183,180,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
184,,187,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
185,,186,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
186,185,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
187,184,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
188,,191,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
189,,190,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
190,189,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
191,188,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
192,,195,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
193,,194,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
194,193,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
195,192,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
196,,199,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
197,,198,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
198,197,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
199,196,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
200,,203,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
201,,202,host,3.4.1,URB_SUBMIT ('S'),,,"1b05"
,,,,,,,,"0040  1b 05                                             .."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
202,201,,3.4.1,host,URB_COMPLETE ('C'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
203,200,,3.4.2,host,URB_COMPLETE ('C'),,,"3003"
,,,,,,,,"0040  30 03                                             0."
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
204,,207,host,3.4.2,URB_SUBMIT ('S'),,,""
,,,,,,,,"    Interface id: 0 (unknown)"
,,,,,,,,"        Interface name: unknown"
