"326","3.3.2","host","'0' ETX"
"328","host","3.3.1","ESC ENQ"
"330","3.3.2","host","'0' ETX"
"332","host","3.3.1","ESC ENQ"
"334","3.3.2","host","'0' ETX"
"336","host","3.3.1","ESC ENQ"
"338","3.3.2","host","'0' ETX"
"340","host","3.3.1","ESC ENQ"
"342","3.3.2","host","'0' ETX"
"344","host","3.3.1","ESC ENQ"
"346","3.3.2","host","'0' ETX"
"348","host","3.3.1","ESC ENQ"
"350","3.3.2","host","'0' ETX"
"352","host","3.3.1","ESC ENQ"
"354","3.3.2","host","'0' ETX"
"356","host","3.3.1","ESC ENQ"
"358","3.3.2","host","'0' ETX"
"360","host","3.3.1","ESC ENQ"
"362","3.3.2","host","'0' ETX"
"364","host","3.3.1","ESC ENQ"
"366","3.3.2","host","'0' ETX"
"368","host","3.3.1","ESC ENQ"
"370","3.3.2","host","'0' ETX"
"372","host","3.3.1","ESC ENQ"
"374","3.3.2","host","'0' ETX"
"376","host","3.3.1","ESC ENQ"
"378","3.3.2","host","'0' ETX"
"380","host","3.3.1","ESC ENQ"
"382","3.3.2","host","'0' ETX"
"384","host","3.3.1","ESC ENQ"
"386","3.3.2","host","'0' ETX"
"388","host","3.3.1","ESC ENQ"
"390","3.3.2","host","'0' ETX"
"392","host","3.3.1","ESC ENQ"
"394","3.3.2","host","'0' ETX"
"396","host","3.3.1","ESC ENQ"
"398","3.3.2","host","'0' ETX"
"400","host","3.3.1","ESC ENQ"
"402","3.3.2","host","'0' ETX"
"404","host","3.3.1","ESC ENQ"
"406","3.3.2","host","'0' ETX"
"408","host","3.3.1","ESC ENQ"
"410","3.3.2","host","'0' ETX"
"412","host","3.3.1","ESC ENQ"
"414","3.3.2","host","'0' ETX"
"416","host","3.3.1","ESC ENQ"
"418","3.3.2","host","'0' ETX"
"420","host","3.3.1","ESC ENQ"
"422","3.3.2","host","'0' ETX"
"424","host","3.3.1","ESC ENQ"
"426","3.3.2","host","'0' ETX"
"428","host","3.3.1","ESC ENQ"
"430","3.3.2","host","'0' ETX"
"432","host","3.3.1","ESC ENQ"
"434","3.3.2","host","'0' ETX"
"436","host","3.3.1","ESC ENQ"
"438","3.3.2","host","'0' ETX"
"440","host","3.3.1","ESC ENQ"
"442","3.3.2","host","'0' ETX"
"444","host","3.3.1","ESC ENQ"
"446","3.3.2","host","'0' ETX"
"448","host","3.3.1","ESC ENQ"
"450","3.3.2","host","'0' ETX"
"452","host","3.3.1","ESC ENQ"
"454","3.3.2","host","'0' ETX"
"456","host","3.3.1","ESC ENQ"
"458","3.3.2","host","'0' ETX"
"460","host","3.3.1","ESC ENQ"
"462","3.3.2","host","'0' ETX"
"464","host","3.3.1","ESC ENQ"
"466","3.3.2","host","'0' ETX"
"468","host","3.3.1","ESC ENQ"
"470","3.3.2","host","'0' ETX"
"472","host","3.3.1","ESC ENQ"
"474","3.3.2","host","'0' ETX"
"476","host","3.3.1","ESC ENQ"
"478","3.3.2","host","'0' ETX"
"480","host","3.3.1","ESC ENQ"
"482","3.3.2","host","'0' ETX"
"484","host","3.3.1","ESC ENQ"
"486","3.3.2","host","'0' ETX"
"488","host","3.3.1","ESC ENQ"
"490","3.3.2","host","'0' ETX"
"492","host","3.3.1","ESC ENQ"
"494","3.3.2","host","'0' ETX"
"496","host","3.3.1","ESC ENQ"
"498","3.3.2","host","'0' ETX"
"500","host","3.3.1","ESC ENQ"
"502","3.3.2","host","'0' ETX"
"504","host","3.3.1","ESC ENQ"
"506","3.3.2","host","'0' ETX"
"508","host","3.3.1","ESC ENQ"
"510","3.3.2","host","'0' ETX"
"512","host","3.3.1","ESC ENQ"
"514","3.3.2","host","'0' ETX"
"516","host","3.3.1","ESC ENQ"
"518","3.3.2","host","'0' ETX"
"520","host","3.3.1","ESC ENQ"
"522","3.3.2","host","'0' ETX"
"524","host","3.3.1","ESC ENQ"
"526","3.3.2","host","'0' ETX"
"528","host","3.3.1","ESC ENQ"
"530","3.3.2","host","'0' ETX"
"532","host","3.3.1","ESC ENQ"
"534","3.3.2","host","'0' ETX"
"536","host","3.3.1","ESC ENQ"
"538","3.3.2","host","'0' ETX"
"540","host","3.3.1","ESC ENQ"
"542","3.3.2","host","'0' ETX"
"544","host","3.3.1","ESC ENQ"
"546","3.3.2","host","'0' ETX"
"547","host","3.3.1","ESC ENQ"
"550","3.3.2","host","'0' ETX"
"552","host","3.3.1","ESC ENQ"
"554","3.3.2","host","'0' ETX"
"556","host","3.3.1","ESC ENQ"
"558","3.3.2","host","'0' ETX"
"560","host","3.3.1","ESC ENQ"
"562","3.3.2","host","'0' ETX"
"564","host","3.3.1","ESC ENQ"
"566","3.3.2","host","'0' ETX"
"568","host","3.3.1","ESC ENQ"
"570","3.3.2","host","'0' ETX"
"572","host","3.3.1","ESC ENQ"
"574","3.3.2","host","'0' ETX"
"576","host","3.3.1","ESC ENQ"
"578","3.3.2","host","'0' ETX"
"580","host","3.3.1","ESC ENQ"
"582","3.3.2","host","'0' ETX"
"584","host","3.3.1","ESC ENQ"
"586","3.3.2","host","'0' ETX"
"588","host","3.3.1","ESC ENQ"
"590","3.3.2","host","'0' ETX"
"591","host","3.3.1","ESC ENQ"
"594","3.3.2","host","'0' ETX"
"596","host","3.3.1","ESC ENQ"
"598","3.3.2","host","'0' ETX"
"600","host","3.3.1","ESC ENQ"
"602","3.3.2","host","'0' ETX"
"604","host","3.3.1","ESC ENQ"
"606","3.3.2","host","'0' ETX"
"608","host","3.3.1","ESC ENQ"
"610","3.3.2","host","'0' ETX"
"612","host","3.3.1","ESC ENQ"
"614","3.3.2","host","'0' ETX"
"616","host","3.3.1","ESC ENQ"
"618","3.3.2","host","'0' ETX"
"620","host","3.3.1","ESC ENQ"
"622","3.3.2","host","'0' ETX"
"624","host","3.3.1","ESC ENQ"
"626","3.3.2","host","'0' ETX"
"628","host","3.3.1","ESC ENQ"
"630","3.3.2","host","'0' ETX"
"632","host","3.3.1","ESC ENQ"
"634","3.3.2","host","'0' ETX"
"636","host","3.3.1","ESC ENQ"
"638","3.3.2","host","'0' ETX"
"640","host","3.3.1","ESC ENQ"
"642","3.3.2","host","'0' ETX"
"644","host","3.3.1","ESC ENQ"
"646","3.3.2","host","'0' ETX"
"648","host","3.3.1","ESC ENQ"
"650","3.3.2","host","'0' ETX"
"652","host","3.3.1","ESC ENQ"
"654","3.3.2","host","'0' ETX"
"656","host","3.3.1","ESC ENQ"
"658","3.3.2","host","'0' ETX"
"660","host","3.3.1","ESC ENQ"
"662","3.3.2","host","'0' ETX"
"664","host","3.3.1","ESC ENQ"
"666","3.3.2","host","'0' ETX"
"668","host","3.3.1","ESC ENQ"
"670","3.3.2","host","'0' ETX"
"672","host","3.3.1","ESC ENQ"
"674","3.3.2","host","'0' ETX"
"676","host","3.3.1","ESC ENQ"
"678","3.3.2","host","'0' ETX"
"680","host","3.3.1","ESC ENQ"
"682","3.3.2","host","'0' ETX"
"684","host","3.3.1","ESC ENQ"
"686","3.3.2","host","'0' ETX"
"688","host","3.3.1","ESC ENQ"
"690","3.3.2","host","'0' ETX"
"692","host","3.3.1","ESC ENQ"
"694","3.3.2","host","'0' ETX"
"696","host","3.3.1","ESC ENQ"
"698","3.3.2","host","'0' ETX"
"700","host","3.3.1","ESC ENQ"
"702","3.3.2","host","'0' ETX"
"704","host","3.3.1","ESC ENQ"
"706","3.3.2","host","'0' ETX"
"708","host","3.3.1","ESC ENQ"
"710","3.3.2","host","'0' ETX"
"712","host","3.3.1","ESC ENQ"
"714","3.3.2","host","'0' ETX"
"716","host","3.3.1","ESC ENQ"
"718","3.3.2","host","'0' ETX"
"720","host","3.3.1","ESC ENQ"
"722","3.3.2","host","'0' ETX"
"724","host","3.3.1","ESC ENQ"
"726","3.3.2","host","'0' ETX"
"728","host","3.3.1","ESC ENQ"
"730","3.3.2","host","'0' ETX"
"732","host","3.3.1","ESC ENQ"
"734","3.3.2","host","'0' ETX"
"736","host","3.3.1","ESC ENQ"
"738","3.3.2","host","'0' ETX"
"740","host","3.3.1","ESC ENQ"
"742","3.3.2","host","'0' ETX"
"744","host","3.3.1","ESC ENQ"
"746","3.3.2","host","'0' ETX"
"748","host","3.3.1","ESC ENQ"
"750","3.3.2","host","'0' ETX"
"752","host","3.3.1","ESC ENQ"
"754","3.3.2","host","'0' ETX"
"756","host","3.3.1","ESC ENQ"
"758","3.3.2","host","'0' ETX"
"760","host","3.3.1","ESC ENQ"
"762","3.3.2","host","'0' ETX"
"764","host","3.3.1","ESC ENQ"
"766","3.3.2","host","'0' ETX"
"768","host","3.3.1","ESC ENQ"
"770","3.3.2","host","'0' ETX"
"772","host","3.3.1","ESC ENQ"
"774","3.3.2","host","'0' ETX"
"776","host","3.3.1","ESC ENQ"
"778","3.3.2","host","'0' ETX"
"780","host","3.3.1","ESC ENQ"
"782","3.3.2","host","'0' ETX"
"784","host","3.3.1","ESC ENQ"
"786","3.3.2","host","'0' ETX"
"788","host","3.3.1","ESC ENQ"
"790","3.3.2","host","'0' ETX"
"792","host","3.3.1","ESC ENQ"
"794","3.3.2","host","'0' ETX"
"796","host","3.3.1","ESC ENQ"
"798","3.3.2","host","'0' ETX"
"800","host","3.3.1","ESC ENQ"
"802","3.3.2","host","'0' ETX"
"804","host","3.3.1","ESC ENQ"
"806","3.3.2","host","'0' ETX"
"808","host","3.3.1","ESC ENQ"
"810","3.3.2","host","'0' ETX"
"812","host","3.3.1","ESC ENQ"
"814","3.3.2","host","'0' ETX"
"816","host","3.3.1","ESC ENQ"
"818","3.3.2","host","'0' ETX"
"820","host","3.3.1","ESC ENQ"
"822","3.3.2","host","'0' ETX"
"824","host","3.3.1","ESC ENQ"
"826","3.3.2","host","'0' ETX"
"828","host","3.3.1","ESC ENQ"
"830","3.3.2","host","'0' ETX"
"832","host","3.3.1","ESC ENQ"
"834","3.3.2","host","'0' ETX"
"836","host","3.3.1","ESC ENQ"
"838","3.3.2","host","'0' ETX"
"840","host","3.3.1","ESC ENQ"
"842","3.3.2","host","'0' ETX"
"844","host","3.3.1","ESC ENQ"
"846","3.3.2","host","'0' ETX"
"848","host","3.3.1","ESC ENQ"
"850","3.3.2","host","'0' ETX"
"852","host","3.3.1","ESC ENQ"
"854","3.3.2","host","'0' ETX"
"856","host","3.3.1","ESC ENQ"
"858","3.3.2","host","'0' ETX"
"860","host","3.3.1","ESC ENQ"
"862","3.3.2","host","'0' ETX"
"864","host","3.3.1","ESC ENQ"
"866","3.3.2","host","'0' ETX"
"868","host","3.3.1","ESC ENQ"
"870","3.3.2","host","'0' ETX"
"872","host","3.3.1","ESC ENQ"
"874","3.3.2","host","'0' ETX"
"876","host","3.3.1","ESC ENQ"
"878","3.3.2","host","'0' ETX"
"880","host","3.3.1","ESC ENQ"
"882","3.3.2","host","'0' ETX"
"884","host","3.3.1","ESC ENQ"
"886","3.3.2","host","'0' ETX"
"888","host","3.3.1","ESC ENQ"
"890","3.3.2","host","'0' ETX"
"892","host","3.3.1","ESC ENQ"
"894","3.3.2","host","'0' ETX"
"896","host","3.3.1","ESC ENQ"
"898","3.3.2","host","'0' ETX"
"900","host","3.3.1","ESC ENQ"
"902","3.3.2","host","'0' ETX"
"904","host","3.3.1","ESC ENQ"
"906","3.3.2","host","'0' ETX"
"908","host","3.3.1","ESC ENQ"
"910","3.3.2","host","'0' ETX"
"912","host","3.3.1","ESC ENQ"
"914","3.3.2","host","'0' ETX"
"916","host","3.3.1","ESC ENQ"
"918","3.3.2","host","'0' ETX"
"920","host","3.3.1","ESC ENQ"
"922","3.3.2","host","'0' ETX"
"924","host","3.3.1","ESC ENQ"
"926","3.3.2","host","'0' ETX"
"928","host","3.3.1","ESC ENQ"
"930","3.3.2","host","'0' ETX"
"932","host","3.3.1","ESC ENQ"
"934","3.3.2","host","'0' ETX"
"936","host","3.3.1","ESC ENQ"
"938","3.3.2","host","'0' ETX"
"940","host","3.3.1","ESC ENQ"
"942","3.3.2","host","'0' ETX"
"944","host","3.3.1","ESC ENQ"
"946","3.3.2","host","'0' ETX"
"948","host","3.3.1","ESC ENQ"
"950","3.3.2","host","'0' ETX"
"952","host","3.3.1","ESC ENQ"
"954","3.3.2","host","'0' ETX"
"956","host","3.3.1","ESC ENQ"
"958","3.3.2","host","'0' ETX"
"960","host","3.3.1","ESC ENQ"
"962","3.3.2","host","'0' ETX"
"964","host","3.3.1","ESC ENQ"
"966","3.3.2","host","'0' ETX"
"968","host","3.3.1","ESC ENQ"
"970","3.3.2","host","'0' ETX"
"972","host","3.3.1","ESC ENQ"
"974","3.3.2","host","'0' ETX"
"976","host","3.3.1","ESC ENQ"
"978","3.3.2","host","'0' ETX"
"980","host","3.3.1","ESC ENQ"
"982","3.3.2","host","'0' ETX"
"984","host","3.3.1","ESC ENQ"
"986","3.3.2","host","'0' ETX"
"988","host","3.3.1","ESC ENQ"
"990","3.3.2","host","'0' ETX"
"992","host","3.3.1","ESC ENQ"
"994","3.3.2","host","'0' ETX"
"996","host","3.3.1","ESC ENQ"
"998","3.3.2","host","'0' ETX"
"1000","host","3.3.1","ESC ENQ"
"1002","3.3.2","host","'0' ETX"
"1004","host","3.3.1","ESC ENQ"
"1006","3.3.2","host","'0' ETX"
"1008","host","3.3.1","ESC ENQ"
"1010","3.3.2","host","'0' ETX"
"1012","host","3.3.1","ESC ENQ"
"1014","3.3.2","host","'0' ETX"
"1016","host","3.3.1","ESC ENQ"
"1018","3.3.2","host","'0' ETX"
"1020","host","3.3.1","ESC ENQ"
"1022","3.3.2","host","'0' ETX"
"1024","host","3.3.1","ESC ENQ"
"1026","3.3.2","host","'0' ETX"
"1028","host","3.3.1","ESC ENQ"
"1030","3.3.2","host","'0' ETX"
"1032","host","3.3.1","ESC ENQ"
"1034","3.3.2","host","'0' ETX"
"1036","host","3.3.1","ESC ENQ"
"1038","3.3.2","host","'0' ETX"
"1040","host","3.3.1","ESC ENQ"
"1042","3.3.2","host","'0' ETX"
"1044","host","3.3.1","ESC ENQ"
"1046","3.3.2","host","'0' ETX"
"1048","host","3.3.1","ESC ENQ"
"1050","3.3.2","host","'0' ETX"
"1052","host","3.3.1","ESC ENQ"
"1054","3.3.2","host","'0' ETX"
"1056","host","3.3.1","ESC ENQ"
"1058","3.3.2","host","'0' ETX"
"1060","host","3.3.1","ESC ENQ"
"1062","3.3.2","host","'0' ETX"
"1064","host","3.3.1","ESC ENQ"
"1066","3.3.2","host","'0' ETX"
"1068","host","3.3.1","ESC ENQ"
"1070","3.3.2","host","'0' ETX"
"1072","host","3.3.1","ESC ENQ"
"1074","3.3.2","host","'0' ETX"
"1076","host","3.3.1","ESC ENQ"
"1078","3.3.2","host","'0' ETX"
"1080","host","3.3.1","ESC ENQ"
"1082","3.3.2","host","'0' ETX"
"1084","host","3.3.1","ESC ENQ"
"1086","3.3.2","host","'0' ETX"
"1088","host","3.3.1","ESC ENQ"
"1090","3.3.2","host","'0' ETX"
"1092","host","3.3.1","ESC ENQ"
"1094","3.3.2","host","'0' ETX"
"1096","host","3.3.1","ESC ENQ"
"1098","3.3.2","host","'0' ETX"
"1100","host","3.3.1","ESC ENQ"
"1102","3.3.2","host","'0' ETX"
"1104","host","3.3.1","ESC ENQ"
"1106","3.3.2","host","'0' ETX"
"1108","host","3.3.1","ESC ENQ"
"1110","3.3.2","host","'0' ETX"
"1111","host","3.3.1","ESC ENQ"
"1114","3.3.2","host","'0' ETX"
"1116","host","3.3.1","ESC ENQ"
"1118","3.3.2","host","'0' ETX"
"1120","host","3.3.1","ESC ENQ"
"1122","3.3.2","host","'0' ETX"
"1124","host","3.3.1","ESC ENQ"
"1126","3.3.2","host","'0' ETX"
"1128","host","3.3.1","ESC ENQ"
"1130","3.3.2","host","'0' ETX"
"1132","host","3.3.1","ESC ENQ"
"1134","3.3.2","host","'0' ETX"
"1136","host","3.3.1","ESC ENQ"
"1138","3.3.2","host","'0' ETX"
"1140","host","3.3.1","ESC ENQ"
"1142","3.3.2","host","'0' ETX"
"1144","host","3.3.1","ESC ENQ"
"1146","3.3.2","host","'0' ETX"
"1148","host","3.3.1","ESC ENQ"
"1150","3.3.2","host","'0' ETX"
"1152","host","3.3.1","ESC ENQ"
"1154","3.3.2","host","'0' ETX"
"1156","host","3.3.1","ESC ENQ"
"1158","3.3.2","host","'0' ETX"
"1160","host","3.3.1","ESC ENQ"
"1162","3.3.2","host","'0' ETX"
"1164","host","3.3.1","ESC ENQ"
"1166","3.3.2","host","'0' ETX"
"1168","host","3.3.1","ESC ENQ"
"1170","3.3.2","host","'0' ETX"
"1172","host","3.3.1","ESC ENQ"
"1174","3.3.2","host","'0' ETX"
"1176","host","3.3.1","ESC ENQ"
"1178","3.3.2","host","'0' ETX"
"1180","host","3.3.1","ESC ENQ"
"1182","3.3.2","host","'0' ETX"
"1184","host","3.3.1","ESC ENQ"
"1186","3.3.2","host","'0' ETX"
"1188","host","3.3.1","ESC ENQ"
"1190","3.3.2","host","'0' ETX"
"1192","host","3.3.1","ESC ENQ"
"1194","3.3.2","host","'0' ETX"
"1196","host","3.3.1","ESC ENQ"
"1198","3.3.2","host","'0' ETX"
"1200","host","3.3.1","ESC ENQ"
"1202","3.3.2","host","'0' ETX"
"1204","host","3.3.1","ESC ENQ"
"1206","3.3.2","host","'0' ETX"
"1208","host","3.3.1","ESC ENQ"
"1210","3.3.2","host","'0' ETX"
"1212","host","3.3.1","ESC ENQ"
"1214","3.3.2","host","'0' ETX"
"1216","host","3.3.1","ESC ENQ"
"1218","3.3.2","host","'0' ETX"
"1220","host","3.3.1","ESC ENQ"
"1222","3.3.2","host","'0' ETX"
"1224","host","3.3.1","ESC ENQ"
"1226","3.3.2","host","'0' ETX"
"1228","host","3.3.1","ESC ENQ"
"1230","3.3.2","host","'0' ETX"
"1232","host","3.3.1","ESC ENQ"
"1234","3.3.2","host","'0' ETX"
"1236","host","3.3.1","ESC ENQ"
"1238","3.3.2","host","'0' ETX"
"1240","host","3.3.1","ESC ENQ"
"1242","3.3.2","host","'0' ETX"
"1244","host","3.3.1","ESC ENQ"
"1246","3.3.2","host","'0' ETX"
"1248","host","3.3.1","ESC ENQ"
"1250","3.3.2","host","'0' ETX"
"1252","host","3.3.1","ESC ENQ"
"1254","3.3.2","host","'0' ETX"
"1256","host","3.3.1","ESC ENQ"
"1258","3.3.2","host","'0' ETX"
"1260","host","3.3.1","ESC ENQ"
"1262","3.3.2","host","'0' ETX"
"1264","host","3.3.1","ESC ENQ"
"1266","3.3.2","host","'0' ETX"
"1268","host","3.3.1","ESC ENQ"
"1270","3.3.2","host","'0' ETX"
"1272","host","3.3.1","ESC ENQ"
"1274","3.3.2","host","'0' ETX"
"1276","host","3.3.1","ESC ENQ"
"1278","3.3.2","host","'0' ETX"
"1280","host","3.3.1","ESC ENQ"
"1282","3.3.2","host","'0' ETX"
"1284","host","3.3.1","ESC ENQ"
"1286","3.3.2","host","'0' ETX"
"1288","host","3.3.1","ESC ENQ"
"1290","3.3.2","host","'0' ETX"
"1292","host","3.3.1","ESC ENQ"
"1294","3.3.2","host","'0' ETX"
"1296","host","3.3.1","ESC ENQ"
"1298","3.3.2","host","'0' ETX"
"1300","host","3.3.1","ESC ENQ"
"1302","3.3.2","host","'0' ETX"
"1304","host","3.3.1","ESC ENQ"
"1306","3.3.2","host","'0' ETX"
"1308","host","3.3.1","ESC ENQ"
"1310","3.3.2","host","'0' ETX"
"1312","host","3.3.1","ESC ENQ"
"1314","3.3.2","host","'0' ETX"
"1316","host","3.3.1","ESC ENQ"
"1318","3.3.2","host","'0' ETX"
"1320","host","3.3.1","ESC ENQ"
"1322","3.3.2","host","'0' ETX"
"1324","host","3.3.1","ESC ENQ"
"1326","3.3.2","host","'0' ETX"
"1328","host","3.3.1","ESC ENQ"
"1330","3.3.2","host","'0' ETX"
"1332","host","3.3.1","ESC ENQ"
"1334","3.3.2","host","'0' ETX"
"1336","host","3.3.1","ESC ENQ"
"1338","3.3.2","host","'0' ETX"
"1340","host","3.3.1","ESC ENQ"
"1342","3.3.2","host","'0' ETX"
"1344","host","3.3.1","ESC ENQ"
"1346","3.3.2","host","'0' ETX"
"1348","host","3.3.1","ESC ENQ"
"1350","3.3.2","host","'0' ETX"
"1352","host","3.3.1","ESC ENQ"
"1354","3.3.2","host","'0' ETX"
"1356","host","3.3.1","ESC ENQ"
"1358","3.3.2","host","'0' ETX"
"1360","host","3.3.1","ESC ENQ"
"1362","3.3.2","host","'0' ETX"
